decision;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;has-ring;habitat;season
e;6,53;f;s;n;f;s;c;w;5,42;9,32;b;i;n;f;g;a
e;7,7;f;s;n;f;s;c;w;5,91;9,18;b;i;n;f;d;a
e;8,1;f;s;n;f;s;c;w;6,86;10,89;b;i;n;f;m;a
e;7,14;f;s;n;f;s;c;w;6,18;9,57;b;i;w;f;g;u
e;7,98;f;s;n;f;s;c;w;6,15;10,81;b;i;n;f;g;u
e;5,91;f;s;n;f;s;c;w;5,74;10,12;b;i;w;f;l;a
e;6,29;f;s;n;f;s;c;w;5,66;10,09;b;i;n;f;m;a
e;7,36;f;s;n;f;s;c;w;6,32;10,52;b;i;n;f;l;a
e;6,22;f;s;n;f;s;c;w;5,47;10,33;b;i;w;f;g;u
e;6,96;f;s;n;f;s;c;w;5,56;9,99;b;i;n;f;g;a
e;7,5;f;s;n;f;s;c;w;6,3;10,27;b;i;n;f;d;u
e;6,56;f;s;n;f;s;c;w;5,92;9,22;b;i;w;f;m;u
e;8,96;f;s;n;f;s;c;w;6,68;11,14;b;i;w;f;m;a
e;6,04;f;s;n;f;s;c;w;5,21;9,53;b;i;w;f;m;u
e;6,94;f;s;n;f;s;c;w;5,66;10,18;b;i;w;f;g;u
e;5,65;f;s;n;f;s;c;w;5,17;7,45;b;i;w;f;m;a
e;7,18;f;s;n;f;s;c;w;6,09;10,04;b;i;n;f;l;u
e;5,17;f;s;n;f;s;c;w;5,22;9,04;b;i;w;f;d;u
e;6,43;f;s;n;f;s;c;w;6,21;9,88;b;i;n;f;d;u
e;6,44;f;s;n;f;s;c;w;5,24;9,47;b;i;w;f;g;u
p;3,43;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,57;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,97;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,15;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,88;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;3,77;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;4,23;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,61;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,76;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;4,06;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;4,36;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;5,49;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;5,15;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,41;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,66;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,41;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,3;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,94;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;2,93;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,51;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;3,08;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,94;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;2,64;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;4,27;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;4,87;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,5;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;3,79;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,4;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,32;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,64;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,95;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;3,52;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,92;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,7;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,9;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,93;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;4,66;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;3,89;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;3,54;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,38;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;2,95;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;2,56;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,94;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,53;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;3,37;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,97;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;4,45;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,41;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,31;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;3,45;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,72;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;3,55;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;2,59;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,17;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;2,78;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;3,57;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;4,41;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,9;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,15;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,49;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,84;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;4,41;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;3,21;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,02;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;4,24;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,16;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,29;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;2,94;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,07;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,86;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;3,86;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;4,18;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,02;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,62;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;3,13;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,96;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;4,91;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;3,45;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;2,86;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;4,57;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,17;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;3,59;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;5,03;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,48;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,24;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;5,23;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;3,96;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,78;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;3,98;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;3,91;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,92;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,74;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,58;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;5,04;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,23;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;3,06;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;4,35;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;5,22;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,51;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,61;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,6;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,33;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,64;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;3,03;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;2,22;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,33;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,92;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,37;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;4,27;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;4,05;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,71;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,05;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;3,61;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;4,63;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;5,7;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;3,69;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;3,75;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,21;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,45;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;3,34;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;2,6;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;5,28;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;4,95;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;5,29;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,33;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,6;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;3,86;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;4,18;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;2,67;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;3,16;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,64;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;3,61;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;4,04;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,8;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;3,99;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;5,29;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,51;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;5,04;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,72;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,91;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;3,62;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,44;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;2,05;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,26;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;3,34;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,66;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,84;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,56;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,8;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,83;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;2,93;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;6,15;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,99;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;2,84;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,21;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;5,24;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;5,52;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,16;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,75;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,8;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;4,14;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;3,19;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;4,53;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;5,11;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,51;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,22;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;5,75;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,56;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;3,19;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;3,9;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,7;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,86;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,15;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,97;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,99;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,46;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,8;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,43;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;5,14;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;3,78;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,52;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,62;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;4,32;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,17;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;3,43;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;4,16;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;3,95;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;4,69;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,66;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,97;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,72;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;2,95;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,28;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;3,6;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,63;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,5;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,98;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;3,36;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;3,08;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;4,11;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,49;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,9;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,76;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,47;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,29;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,7;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,67;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,62;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;3,51;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;4,81;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;3,52;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,09;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;2,85;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,91;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;4,77;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;4,28;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,11;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;2,69;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;4,01;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,09;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,96;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,95;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;5,51;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;3,86;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,9;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;4,08;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;3,7;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,03;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,37;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,46;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;3,91;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,91;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,79;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,19;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;4,39;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,54;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;3,36;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,14;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,63;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,55;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,79;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;3,64;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;3,47;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,66;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,12;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,59;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;4,83;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;5,73;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;3,97;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,02;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;2,75;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;5,04;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,29;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,98;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;3,63;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,53;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;2,98;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;2,91;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,29;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;4,48;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;5,09;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,29;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,95;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,27;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;2,72;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;5,17;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;4,04;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,9;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;2,8;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,03;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;4,13;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;4,95;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;4,76;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;4,8;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;3,83;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,08;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;4,76;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,37;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;4,19;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,11;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;4,06;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,68;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,89;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,55;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,23;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,36;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;3,75;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,69;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;3,86;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;4,37;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;4,53;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,55;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;3,78;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,38;o;s;n;f;f;f;f;0;0;f;f;f;t;d;s
p;3,93;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,07;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,99;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;3,87;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;5,23;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;3,79;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;4,64;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;4,5;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;3,45;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,72;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;3,59;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,33;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;4,59;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;4,64;o;s;o;f;f;f;f;0;0;f;f;f;t;d;w
p;5,12;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;5,09;o;s;n;f;f;f;f;0;0;f;f;f;t;d;w
p;4,55;o;s;g;f;f;f;f;0;0;f;f;f;t;d;s
p;3,43;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,63;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;5,37;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;4,63;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;4,49;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;2,63;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;4,75;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,97;o;s;g;f;f;f;f;0;0;f;f;f;t;d;a
p;3,81;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,68;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;3,81;o;s;y;f;f;f;f;0;0;f;f;f;t;d;u
p;4,18;o;s;r;f;f;f;f;0;0;f;f;f;t;d;u
p;3,98;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,63;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,77;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,72;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;3,96;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;3,67;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,63;o;s;r;f;f;f;f;0;0;f;f;f;t;d;s
p;4,29;o;s;n;f;f;f;f;0;0;f;f;f;t;d;a
p;4,12;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;2,68;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;3,5;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,24;o;s;y;f;f;f;f;0;0;f;f;f;t;d;w
p;4,24;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;2,39;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;3,73;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,27;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;1,81;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;3,93;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;4,56;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,09;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,84;o;s;y;f;f;f;f;0;0;f;f;f;t;d;s
p;4,38;o;s;g;f;f;f;f;0;0;f;f;f;t;d;u
p;4,39;o;s;r;f;f;f;f;0;0;f;f;f;t;d;w
p;4,11;o;s;y;f;f;f;f;0;0;f;f;f;t;d;a
p;4,17;o;s;r;f;f;f;f;0;0;f;f;f;t;d;a
p;2,78;o;s;o;f;f;f;f;0;0;f;f;f;t;d;a
p;4,09;o;s;g;f;f;f;f;0;0;f;f;f;t;d;w
p;3,26;o;s;n;f;f;f;f;0;0;f;f;f;t;d;u
p;4,11;o;s;o;f;f;f;f;0;0;f;f;f;t;d;s
p;3,6;o;s;o;f;f;f;f;0;0;f;f;f;t;d;u
p;3,11;o;l;g;f;f;f;f;0;0;f;f;f;f;d;a
p;2,53;o;l;g;f;f;f;f;0;0;f;f;f;f;d;w
p;3,31;o;l;g;f;f;f;f;0;0;f;f;f;f;d;u
p;2,58;o;l;g;f;f;f;f;0;0;f;f;f;f;d;u
p;2,64;o;l;g;f;f;f;f;0;0;f;f;f;f;d;w
p;2,27;o;l;g;f;f;f;f;0;0;f;f;f;f;d;s
p;3,07;o;l;g;f;f;f;f;0;0;f;f;f;f;d;a
p;3,72;o;l;g;f;f;f;f;0;0;f;f;f;f;d;u
p;2,73;o;l;g;f;f;f;f;0;0;f;f;f;f;d;a
p;2,99;o;l;g;f;f;f;f;0;0;f;f;f;f;d;w
p;3,25;o;l;g;f;f;f;f;0;0;f;f;f;f;d;u
